title,year,avg_vote,votes
Speedway,1929,6.1,595
Spite Marriage,1929,7,1684
The Squall,1929,4.8,290
Staroye i novoye,1929,7.2,1148
Street Girl,1929,6.1,334
The Studio Murder Mystery,1929,5.6,103
Sunnyside Up,1929,6.5,345
Tagebuch einer Verlorenen,1929,7.9,3792
The Taming of the Shrew,1929,6.3,480
Tanned Legs,1929,5.6,125
Their Own Desire,1929,5.9,485
They Had to See Paris,1929,5.8,134
The Thirteenth Chair,1929,5.8,434
Thunderbolt,1929,6.6,474
Tide of Empire,1929,6.4,164
Tôkyô kôshinkyoku,1929,6.6,243
The Trespasser,1929,6.6,1190
The Unholy Night,1929,5.8,184
Untamed,1929,5.1,411
The Vagabond Lover,1929,5.2,186
The Valiant,1929,6,279
"Verdun, visions d'histoire",1928,6.9,106
The Virginian,1929,6.8,603
Gakusei romansu: Wakaki hi,1929,6.4,440
Die weiße Hölle vom Piz Palü,1929,7.2,827
Welcome Danger,1929,6,652
Where East Is East,1929,6.7,444
Why Be Good?,1929,7.2,283
Wild Orchids,1929,6.6,541
The Wild Party,1929,6.4,385
Die wunderbare Lüge der Nina Petrowna,1929,7.2,204
The Younger Generation,1929,6.4,232
Abraham Lincoln,1930,5.7,1236
All Quiet on the Western Front,1930,8,54312
Animal Crackers,1930,7.6,12459
Anna Christie,1930,6.7,2568
Anna Christie,1930,7,725
Au bonheur des dames,1930,7.2,368
Back Pay,1930,5.1,105
The Bat Whispers,1930,6.4,777
Be Yourself!,1930,5.8,155
Beau Ideal,1931,5.4,133
The Benson Murder Case,1930,6.3,243
The Big House,1930,7.1,1679
The Big Pond,1930,5.9,197
The Big Trail,1930,7.2,3131
Billy the Kid,1930,6,327
The Bishop Murder Case,1929,6.1,574
Der blaue Engel,1930,7.7,12713
Borderline,1930,6.2,389
Born Reckless,1930,5.4,306
Bright Lights,1930,5.6,208
Call of the Flesh,1930,5.5,101
Captain Thunder,1930,4.7,115
Charley's Aunt,1930,6.2,110
Check and Double Check,1930,5.8,327
Children of Pleasure,1930,5.7,111
City Girl,1930,7.8,2655
A Cottage on Dartmoor,1929,7.6,949
The Cuckoos,1930,6.1,185
Danger Lights,1930,6.1,451
David Golder,1931,7,173
The Dawn Patrol,1930,7.2,1531
The Devil to Pay!,1930,6.6,467
The Devil's Holiday,1930,6,125
The Divorcee,1930,6.8,2512
Dixiana,1930,5.3,298
The Doorway to Hell,1930,6.5,872
Doughboys,1930,5.9,374
Die Drei von der Tankstelle,1930,6.6,713
Elstree Calling,1930,5.3,319
The Fall Guy,1930,5.3,143
The Menace,1932,7,396
Feet First,1930,6.7,899
The Flirting Widow,1930,6.6,145
The Florodora Girl,1930,6,1214
Follow Thru,1930,6.5,189
For the Defense,1930,6.5,308
Framed,1930,6.1,172
Free and Easy,1930,5.6,790
The Girl Said No,1930,5.3,799
Going Wild,1930,6,135
Golden Dawn,1930,4.5,115
Good News,1930,5.5,315
The Green Goddess,1930,5.5,294
Half Shot at Sunrise,1930,6.1,283
Happy Days,1929,5.5,119
Hell Harbor,1930,5.5,137
Hell's Angels,1930,7.4,4530
Her Man,1930,6.5,204
Hogaraka ni ayume,1930,6.4,445
Holiday,1930,6.6,261
Hook Line and Sinker,1930,6.1,277
Inside the Lines,1930,5.4,106
Journey's End,1930,6.8,194
Juno and the Paycock,1930,4.8,1919
Just Imagine,1930,5.4,602
King of Jazz,1930,6.8,930
Ladies of Leisure,1930,6.7,980
The Lady of Scandal,1930,6,138
A Lady to Love,1930,6.6,129
The Lash,1930,5.1,111
Laughter,1930,6.5,258
Let Us Be Gay,1930,6.4,406
Let's Go Native,1930,5.6,110
The Life of the Party,1930,5.7,124
The Light of Western Stars,1930,4.5,127
Liliom,1930,6.7,379
Little Caesar,1931,7.3,11039
Loose Ankles,1930,6.2,298
Lord Byron of Broadway,1930,5.5,116
The Pay-Off,1930,5.6,206
The Lottery Bride,1930,5.3,137
Love in the Rough,1930,5.6,130
Lovin' the Ladies,1930,6.3,107
Madam Satan,1930,6.6,733
Mammy,1930,5.8,140
Manslaughter,1930,6.2,182
Mary,1931,6.2,584
The Matrimonial Bed,1930,5.7,121
Maybe It's Love,1930,5.1,211
The Medicine Man,1930,5,185
Men Without Women,1930,5.7,204
Min and Bill,1930,6.8,1427
Moby Dick,1930,5.6,324
Montana Moon,1930,4.6,361
Monte Carlo,1930,6.8,1054
Morocco,1930,7.1,5089
Murder!,1930,6.4,5217
New Moon,1930,6.1,131
Not So Dumb,1930,6.2,968
A Notorious Affair,1930,5.3,199
The Office Wife,1930,6.3,300
One Night at Susie's,1930,5.9,108
One Romantic Night,1930,5.8,361
Our Blushing Brides,1930,6.2,527
Outward Bound,1930,6.7,435
Paid,1930,6.3,550
Paramount on Parade,1930,5.9,231
Party Girl,1930,5.3,176
Passion Flower,1930,6.1,228
La petite Lise,1930,7.1,139
Playing Around,1930,6.1,175
Prazdnik svyatogo Yorgena,1930,7.1,176
Prix de beauté (Miss Europe),1930,6.9,488
Puttin' on the Ritz,1930,5.9,106
One Heavenly Night,1931,5,100
Raffles,1930,6.5,686
Rain or Shine,1930,5.7,302
Rakudai wa shitakeredo,1930,6.4,344
Reaching for the Moon,1930,5.6,320
Redemption,1930,5.7,476
Remote Control,1930,5.9,552
Renegades,1930,5.1,211
The Return of Dr. Fu Manchu,1930,6.8,144
River's End,1930,5.5,104
Road to Paradise,1930,5.9,122
The Rogue Song,1930,5.9,106
Le roman de Renard,1937,7.8,1071
Romance,1930,5.9,633
The Royal Family of Broadway,1930,6.4,270
Runaway Bride,1930,5.2,201
Le sang d'un poète,1930,7.4,5310
Sarah and Son,1930,5.6,179
The Sea Bat,1930,5.5,169
Show Girl in Hollywood,1930,6.7,188
The Silver Horde,1930,5.9,391
The Sin Ship,1931,5.5,194
Sin Takes a Holiday,1930,6.2,437
Sinners' Holiday,1930,6.3,422
The Sins of the Children,1930,6.2,173
So Long Letty,1929,6.2,103
Son of the Gods,1930,6,143
Song o' My Heart,1930,5.4,135
Sono yo no tsuma,1930,7,599
Soup to Nuts,1930,6,322
Sous les toits de Paris,1930,7.1,1859
Spring Is Here,1930,5.6,234
Street of Chance,1930,6.7,171
Sunny,1930,5.3,111
Sweet Kitty Bellairs,1930,5.1,108
They Learned About Women,1930,5.7,186
Three Faces East,1930,5.9,125
Tom Sawyer,1930,6.2,147
Top Speed,1930,6.1,153
The Truth About Youth,1930,5.7,216
The Unholy Three,1930,6.8,973
Up the River,1930,6,956
War Nurse,1930,6.1,200
Way Out West,1930,5.6,683
Way for a Sailor,1930,5.8,541
Westfront 1918: Vier von der Infanterie,1930,7.4,1427
Whoopee!,1930,6.3,912
The Widow from Chicago,1930,6.5,303
Young Man of Manhattan,1930,6.4,111
Zemlya,1930,7.3,4422
L'âge d'or,1930,7.3,11757
24 Hours,1931,6,253
Alam Ara,1931,6.1,101
Alexander Hamilton,1931,6,216
Alice in Wonderland,1931,4.8,102
Ambassador Bill,1931,6.2,113
An American Tragedy,1931,6.4,559
Are These Our Children,1931,5.8,177
Arrowsmith,1931,6.1,1366
Bachelor Apartment,1931,6.2,331
The Bachelor Father,1931,6.5,1026
Bad Girl,1931,6.5,971
The Bad Sister,1931,6.3,852
Beauty and the Boss,1932,6.9,454
Behind Office Doors,1931,6.2,327
Berlin-Alexanderplatz - Die Geschichte Franz Biberkopfs,1931,6.8,537
Big Business Girl,1931,6.1,200
The Black Camel,1931,6.8,1226
Blonde Crazy,1931,7.1,1402
Bomben auf Monte Carlo,1931,5.9,105
Born to Love,1931,5.8,197
Broadminded,1931,5.9,222
Los calaveras,1931,6.4,134
Caught Plastered,1931,6.5,177
The Champ,1931,7.3,2516
Chances,1931,6.4,148
Charlie Chan Carries On,1931,6.7,464
The Cheat,1931,6.5,418
La chienne,1931,7.6,3352
Chinatown After Dark,1931,4.4,104
Cimarron,1931,5.9,4915
City Lights,1931,8.5,152716
City Streets,1931,7.1,1136
Coeur de lilas,1932,6.8,155
The Common Law,1931,6,213
A Connecticut Yankee,1931,6.5,267
Consolation Marriage,1931,6.1,378
Corsair,1931,5.8,161
Cracked Nuts,1931,6.4,211
The Criminal Code,1930,7,851
The Cuban Love Song,1931,5.8,125
"Dance, Fools, Dance",1931,6.1,719
Just a Gigolo,1931,6.2,830
Daughter of the Dragon,1931,6.1,350
Daybreak,1931,6.2,114
Delicious,1931,5.9,178
Devotion,1931,6.2,164
Dirigible,1931,6.3,520
Dishonored,1931,7.3,1834
Dracula,1931,7.5,42620
Drácula,1931,7.2,3761
Die 3 Groschen-Oper,1931,7.4,1839
The Drums of Jeopardy,1931,5.7,187
The Easiest Way,1931,6.2,414
East of Borneo,1931,5.7,147
The Heart of New York,1932,6.2,108
Emil und die Detektive,1931,7.2,520
Expensive Women,1931,5.7,119
50 Million Frenchmen,1931,5.3,103
Fighting Caravans,1931,5.7,488
La fin du monde,1931,6,204
The Finger Points,1931,5.9,353
Five Star Final,1931,7.2,1558
Five and Ten,1931,6.3,1246
Flying High,1931,5.7,158
Frankenstein,1931,7.8,60311
A Free Soul,1931,6.7,2082
Friends and Lovers,1931,5.4,294
The Front Page,1931,6.7,2128
The Galloping Ghost,1931,5.6,125
The Gay Diplomat,1931,5.1,124
Gentleman's Fate,1931,6.4,705
Girls About Town,1931,7,507
God's Gift to Women,1931,5.1,260
It's Tough to Be Famous,1932,5.9,155
The Great Lover,1931,5.7,144
The Great Meadow,1931,6.1,111
The Guardsman,1931,6.5,407
The Guilty Generation,1931,6.7,228
Guilty Hands,1931,6.9,616
"Her Majesty, Love",1931,6,162
A Holy Terror,1931,5.7,169
Honor Among Lovers,1931,6.7,151
The Hot Heiress,1931,5.9,137
A House Divided,1931,6.9,144
Hyppolit a lakáj,1931,7.8,1313
I Like Your Nerve,1931,5.3,170
I Take This Woman,1931,6.1,120
Illicit,1931,6.2,787
Indiscreet,1931,6.2,1284
Inspiration,1931,6.3,431
Iron Man,1931,6.1,181
Kameradschaft,1931,7.5,1133
Kept Husbands,1931,6,388
Kiki,1931,5.1,289
Kiss Me Again,1931,5.6,131
Der Kongreß tanzt,1931,7,434
Ladies' Man,1931,6,110
The Lady Refuses,1931,6,234
Shukujo to hige,1931,6.5,321
The Last Flight,1931,6.8,1200
Laugh and Get Rich,1931,5.6,152
Laughing Sinners,1931,5.4,517
The Smiling Lieutenant,1931,7.2,3034
Limite,1931,7.3,1596
Local Boy Makes Good,1931,6.3,159
Lonely Wives,1931,6.3,289
M - Eine Stadt sucht einen Mörder,1931,8.3,132063
The Mad Genius,1931,6.4,510
Madamu to nyôbô,1931,6.5,149
The Maltese Falcon,1931,6.9,2564
The Man in Possession,1931,6.9,260
Man of the World,1931,6.2,525
Manhattan Parade,1931,5.1,126
"Der Mann, der seinen Mörder sucht",1931,6.5,152
Marius,1931,7.9,1848
Arizona,1931,5.8,215
Men Call It Love,1931,5.7,138
Men with Wings,1938,6.3,117
Millie,1931,6.2,462
Le million,1931,7.4,3008
The Millionaire,1931,7,398
The Miracle Woman,1931,7.2,1715
Monkey Business,1931,7.5,10649
Murder at Midnight,1931,5.4,297
Murder by the Clock,1931,6.3,225
My Past,1931,5.5,120
My Sin,1931,6.5,130
Suicide Fleet,1931,5.6,171
Mädchen in Uniform,1931,7.6,2187
Der Mörder Dimitri Karamasoff,1931,7.3,148
The Naughty Flirt,1930,5.8,352
Never the Twain Shall Meet,1931,5.6,149
New Adventures of Get-Rich-Quick Wallingford,1931,5.3,404
Night Nurse,1931,7.1,3037
Odna,1931,7.1,177
On purge bébé,1931,6.1,278
L'opéra de quat'sous,1931,6.7,155
Other Men's Women,1931,6.6,1016
The Painted Desert,1931,5.1,529
Palmy Days,1931,6.8,447
Pardon Us,1931,7,2005
"Parlor, Bedroom and Bath",1931,6.1,712
Peach O'Reno,1931,6.7,200
Penrod and Sam,1931,5.9,119
The Phantom of Paris,1931,6.5,1245
The Phantom,1931,4.4,258
Platinum Blonde,1931,6.9,2632
Politics,1931,6.3,187
Politiquerías,1931,6.7,153
Possessed,1931,6.9,1539
Private Lives,1931,6.8,959
The Public Defender,1931,6.4,176
The Public Enemy,1931,7.7,16438
Putyovka v zhizn,1931,7,333
Quick Millions,1931,6.4,145
The Range Feud,1931,5.8,282
Rebound,1931,5.7,113
The Reckless Hour,1931,6.2,152
Reducing,1931,6.4,231
Scarlet Dawn,1932,6,247
The Road to Singapore,1931,6.5,222
The Royal Bed,1931,5.9,132
The Ruling Voice,1931,6,182
Safe in Hell,1931,7,1057
Santa,1932,6.9,166
Seas Beneath,1931,5.9,257
The Secret 6,1931,6.3,653
Seed,1931,7.1,377
The Sleeping Cardinal,1931,6,291
Side Show,1931,5.1,107
Sidewalks of New York,1931,5.7,403
The Sin of Madelon Claudet,1931,6.7,683
Sit Tight,1931,5.1,114
The Skin Game,1931,5.8,2631
Skippy,1931,6.3,627
Smart Money,1931,6.9,1574
Smart Woman,1931,6.6,300
A Soldier's Plaything,1930,4.4,104
Son of India,1931,6.1,131
The Speckled Band,1931,5.5,200
Sporting Blood,1931,6.2,280
The Squaw Man,1931,6.4,310
The Star Witness,1931,6.3,534
Strangers May Kiss,1931,6.1,368
Street Scene,1931,7.6,1354
Strictly Dishonorable,1931,6.1,159
The Struggle,1931,6.2,263
Stürme über dem Mont Blanc,1930,6.3,185
Susan Lenox (Her Fall and Rise),1931,6.4,1030
Svengali,1931,6.8,1610
Tabu: A Story of the South Seas,1931,7.5,4528
Tarnished Lady,1931,6.2,117
Ten Cents a Dance,1931,6.6,607
This Modern Age,1931,5.4,347
Three Who Loved,1931,5.7,110
The Tip-Off,1931,5.8,185
Tôkyô no kôrasu,1931,7.3,1133
Tonight or Never,1931,6.5,1287
Trader Horn,1931,6.3,833
Transatlantic,1931,6.7,137
Transgression,1931,5.8,241
Under Eighteen,1931,6.7,327
The Unholy Garden,1931,6,207
The Viking,1931,6,133
Waterloo Bridge,1931,7.5,2306
Way Back Home,1931,6.2,582
A Woman of Experience,1931,6.2,113
The Yellow Ticket,1931,6.3,141
À nous la liberté,1931,7.5,3809
After Tomorrow,1932,6.8,219
The Age of Consent,1932,5.9,238
Air Mail,1932,6.4,332
Alias the Doctor,1932,6,200
American Madness,1932,7.4,1699
The Animal Kingdom,1932,6.4,875
Are You Listening?,1932,6.2,432
Arsène Lupin,1932,6.9,887
As You Desire Me,1932,6.4,548
Attorney for the Defense,1932,6.4,121
Back Street,1932,7,481
The Beast of the City,1932,6.8,985
Behind the Mask,1932,6.2,205
The Big Broadcast,1932,7,179
Big City Blues,1932,6.2,436
The Big Stampede,1932,5.8,439
The Big Timer,1932,5.6,220
A Bill of Divorcement,1932,6.5,1364
Bird of Paradise,1932,6.1,969
Das blaue Licht - Eine Berglegende aus den Dolomiten,1932,6.8,1052
Blessed Event,1932,6.9,437
Blonde Venus,1932,7.1,3968
Ein blonder Traum,1932,5.7,199
Blondie of the Follies,1932,6.5,1060
Boudu sauvé des eaux,1932,7.4,4802
Broken Lullaby,1932,7.6,772
#NAME?,1932,5.7,190
The Cabin in the Cotton,1932,6.8,1326
Call Her Savage,1932,7,649
Carnival Boat,1932,5.4,238
Central Park,1932,6.2,291
Chandu the Magician,1932,6.3,822
Charlie Chan's Chance,1932,5.9,399
Frisco Jenny,1932,6.9,839
The Conquerors,1932,6.3,220
The Crash,1932,6,262
Les croix de bois,1932,7.7,1107
The Crooked Circle,1932,5.4,253
Crooner,1932,6,142
The Crowd Roars,1932,6.3,947
Cynara,1932,6.6,495
The Dark Horse,1932,6.9,904
Devil and the Deep,1932,6.3,405
Divorce in the Family,1932,5.9,117
Doctor X,1932,6.4,2543
Downstairs,1932,6.7,1565
Dr. Jekyll and Mr. Hyde,1931,7.6,11712
Emma,1932,7.1,786
Ekstase,1933,6.7,1955
F.P.1 antwortet nicht,1932,6.3,183
Faithless,1932,6.7,458
The Famous Ferguson Case,1932,6.6,169
Fanny,1932,7.7,1408
A Farewell to Arms,1932,6.5,4596
Fast Life,1932,5.6,466
"Fireman, Save My Child",1932,5.9,192
Flesh,1932,6.5,433
Forbidden,1932,6.9,1207
Freaks,1932,7.9,39346
The Sport Parade,1932,5.8,172
Les gaîtés de l'escadron,1932,5.9,147
Girl Crazy,1932,6.1,224
The Girl from Chicago,1932,4.7,104
Grand Hotel,1932,7.4,16053
The Greeks Had a Word for Them,1932,6.1,323
Lursmani cheqmashi,1931,7.1,166
The Half-Naked Truth,1932,6.3,439
The Hatchet Man,1932,6.3,640
Haunted Gold,1932,5.6,537
Hell Divers,1931,6.3,463
Hell's Highway,1932,6.8,553
Hell's House,1932,6,914
Die Herrin von Atlantis,1932,6.1,494
High Pressure,1932,6.6,375
Hold 'Em Jail,1932,6.3,168
Horse Feathers,1932,7.6,11068
Hot Saturday,1932,6.6,852
Huddle,1932,5.8,151
The Hurricane Express,1932,5.4,476
I Am a Fugitive from a Chain Gang,1932,8.2,10797
If I Had a Million,1932,7,1483
The Impatient Maiden,1932,6.2,115
Ivan,1932,6.4,191
Jewel Robbery,1932,7.3,1643
The Kid from Spain,1932,6.5,426
The King Murder,1932,5.4,105
Kongo,1932,6.6,790
Kuhle Wampe oder: Wem gehört die Welt?,1932,6.6,594
Ladies of the Jury,1932,6.4,215
Lady and Gent,1932,6.1,119
Lady with a Past,1932,6.2,285
The Last Mile,1932,6.1,308
The Last of the Mohicans,1932,6.3,111
Law and Order,1932,7,243
Lawyer Man,1932,6.6,594
Letty Lynton,1932,6.2,353
Life Begins,1932,6.6,314
The Lodger,1932,5.8,255
The Lost Squadron,1932,6.5,571
Love Affair,1932,5.8,357
Love Is a Racket,1932,6.4,366
Love Me Tonight,1932,7.6,3362
Lovers Courageous,1932,5.9,119
Madame Butterfly,1932,6.4,249
Make Me a Star,1932,6.5,360
Man Wanted,1932,6.6,476
The Man Who Played God,1932,7.1,839
Manhattan Tower,1932,6.6,139
Tavaszi zápor,1932,6.8,186
The Mask of Fu Manchu,1932,6.3,2844
Mata Hari,1931,6.6,3087
The Match King,1932,6.9,448
Me and My Gal,1932,6.6,768
Men of America,1932,6.3,100
Men of Chance,1931,5.9,113
Merrily We Go to Hell,1932,6.8,708
The Midnight Warning,1932,5.1,125
Million Dollar Legs,1932,6.9,937
Miss Pinkerton,1932,6.1,329
The Monster Walks,1932,4.1,756
The Most Dangerous Game,1932,7.2,9505
The Mouthpiece,1932,7,427
Movie Crazy,1932,7.2,1260
Mr. Robinson Crusoe,1932,5.6,341
The Mummy,1932,7.1,21448
Murders in the Rue Morgue,1932,6.4,3370
Nasanunaka,1932,6.9,280
New Morals for Old,1932,5.3,175
Night After Night,1932,6.8,566
Night Court,1932,7,321
Night World,1932,6.9,301
No Man of Her Own,1932,6.6,953
No More Orchids,1932,6.6,280
La nuit du carrefour,1932,6.7,595
Number Seventeen,1932,5.8,4190
The Old Dark House,1932,7.2,8188
Once in a Lifetime,1932,6.5,148
One Hour with You,1932,7.2,1886
One Way Passage,1932,7.5,3125
Pack Up Your Troubles,1932,7.3,1909
Panama Flo,1932,6.5,144
The Passionate Plumber,1932,5.9,389
Payment Deferred,1932,6.9,491
Penguin Pool Murder,1932,7,947
The Phantom Express,1932,5.3,156
The Phantom President,1932,5.9,118
The Phantom of Crestwood,1932,6.6,438
Play Girl,1932,5.9,212
Poil de carotte,1932,7.4,502
Polly of the Circus,1932,6.3,1023
Prestige,1931,5.7,232
Prosperity,1932,6.4,196
The Purchase Price,1932,6.4,1312
Rain,1932,6.9,2204
Rasputin and the Empress,1932,6.6,804
Red Dust,1932,7.3,3473
Red-Haired Alibi,1932,5.7,138
Red-Headed Woman,1932,7,2478
The Rich Are Always with Us,1932,6.5,804
Rich and Strange,1931,5.8,3742
"Ride Him, Cowboy",1932,5.5,538
Roar of the Dragon,1932,6.3,146
Rome Express,1932,6.6,363
The Savage Girl,1932,4.5,165
Scarface,1932,7.8,23470
Secrets of the French Police,1932,5.8,194
Seishun no yume ima izuko,1932,7,412
The Shadow of the Eagle,1932,5.8,308
Shanghai Express,1932,7.3,6777
Sherlock Holmes,1932,5.7,115
Shopworn,1932,6.5,573
The Sign of Four: Sherlock Holmes' Greatest Case,1932,6,449
The Sign of the Cross,1932,6.8,1835
Silver Dollar,1932,6.5,261
Sinister Hands,1932,5.1,124
Sinners in the Sun,1932,6.1,212
Skyscraper Souls,1932,7.2,652
Smilin' Through,1932,6.9,985
So Big!,1932,6.9,1310
The Son-Daughter,1932,5.6,114
Speak Easily,1932,5.9,789
State's Attorney,1932,6.8,287
A Strange Adventure,1932,5.5,125
Strange Interlude,1932,5.7,609
The Strange Love of Molly Louvain,1932,6.4,352
Strangers of the Evening,1932,5.1,169
Street of Women,1932,6,215
A Successful Calamity,1932,6.9,325
Symphony of Six Million,1932,6.2,307
Tangled Destinies,1932,5.5,168
Tarzan the Ape Man,1932,7,6588
Taxi,1932,6.7,1062
The Tenderfoot,1932,5.8,273
Das Testament des Dr. Mabuse,1933,8,10545
Texas Cyclone,1932,6.3,268
There Goes the Bride,1932,6.8,119
They Call It Sin,1932,6.2,514
Thirteen Women,1932,6.3,971
The Thirteenth Guest,1932,5.8,613
This Is the Night,1932,6.7,504
Three Wise Girls,1932,6.6,496
Three on a Match,1932,7.2,2984
Tiger Shark,1932,6.4,718
Tom Brown of Culver,1932,6.6,105
Tombstone Canyon,1932,6.1,126
Trouble in Paradise,1932,8,11970
Two Against the World,1932,6.2,176
Two Seconds,1932,6.9,824
Two-Fisted Law,1932,5.8,304
Otona no miru ehon - Umarete wa mita keredo,1932,8,4423
Unashamed,1932,6.2,149
Union Depot,1932,7,726
"Gli uomini, che mascalzoni...",1932,7,249
Vampyr,1932,7.6,14329
Vanity Fair,1932,5.7,231
Die verkaufte Braut,1932,6.5,142
Virtue,1932,6.9,594
Washington Merry-Go-Round,1932,6.7,115
Week-End Marriage,1932,5.8,211
West of Broadway,1931,6.1,552
Westward Passage,1932,5.6,228
The Wet Parade,1932,6.3,339
What Price Hollywood?,1932,7.1,1992
White Zombie,1932,6.4,8592
Winner Take All,1932,6.1,446
The Woman from Monte Carlo,1932,5.3,156
You Said a Mouthful,1932,6.2,288
Young America,1932,6.5,175
Young Bride,1932,6.2,165
1860,1933,6.7,173
"20,000 Years in Sing Sing",1932,6.9,2214
Ace of Aces,1933,6.3,284
After Tonight,1933,6.1,251
"Aggie Appleby, Maker of Men",1933,6.5,193
Air Hostess,1933,6.2,100
Alice in Wonderland,1933,6.4,1755
Ann Carver's Profession,1933,5.9,158
Ann Vickers,1933,6.2,522
Another Language,1933,6.4,255
As the Earth Turns,1934,6.3,138
Baby Face,1933,7.6,5729
The Barbarian,1933,6,446
Beauty for Sale,1933,6.6,308
Bed of Roses,1933,6.4,661
Before Dawn,1933,6,195
Below the Sea,1933,6,219
Berkeley Square,1933,6.5,675
The Big Chance,1933,4.7,123
The Bitter Tea of General Yen,1932,7,3241
Blind Adventure,1933,6.1,139
Blondie Johnson,1933,6.7,354
Blood Money,1933,6.8,273
Bombshell,1933,7.1,2111
The Bowery,1933,6.9,401
Brief Moment,1933,6.3,215
Broadway Bad,1933,6.1,130
Broadway Thru a Keyhole,1933,6.1,187
Broadway to Hollywood,1933,5.8,190
Bureau of Missing Persons,1933,6.7,984
A Canção de Lisboa,1933,7.7,1212
Captured!,1933,6.6,353
Cavalcade,1933,5.9,4110
Central Airport,1933,6.3,342
Chance at Heaven,1933,6.1,394
Charlie Chan's Greatest Case,1933,5.9,372
Child of Manhattan,1933,6.6,188
Christopher Strong,1933,6.3,1210
The Circus Queen Murder,1933,6.2,244
Clear All Wires!,1933,6,103
College Coach,1933,6,361
College Humor,1933,6,163
El compadre Mendoza,1934,7.8,390
Corruption,1933,5.8,102
Counsellor at Law,1933,7.5,1041
Dancing Lady,1933,6.7,1873
Day of Reckoning,1933,6.5,177
The Death Kiss,1932,6,854
Dekigokoro,1933,7.4,1164
Deluge,1933,6.2,296
Dezertir,1933,6.4,238
Design for Living,1933,7.5,5206
